,table,count_into_etl,count_select_dev
1068,tbl_105218,22,1
1069,tbl_105221,22,1
1070,tbl_105282,22,0
1071,tbl_120755,22,0
1072,tbl_120791,0,0
1073,tbl_120855,22,0
1074,tbl_120858,0,4
1075,tbl_120886,0,0
1076,tbl_120924,0,4
1077,tbl_121120,0,0
1078,tbl_121161,0,0
1079,tbl_121202,22,0
1080,tbl_121238,0,0
1081,tbl_121359,0,0
1082,tbl_121401,0,4
1083,tbl_121407,22,0
1084,tbl_121452,0,4
1085,tbl_349690,65,0
1086,tbl_53010,26,0
1087,tbl_53012,0,0
1088,tbl_74887,22,59
1089,tbl_74972,0,59
1090,tbl_75378,0,59
1091,tbl_50659,66,0
1092,tbl_50660,0,0
1093,tbl_73152,24,0
1094,tbl_73151,0,0
1095,tbl_157789,24,0
1096,tbl_157791,0,0
1097,tbl_74910,26,0
1098,tbl_74911,0,0
1099,tbl_52370,26,1
1100,tbl_52368,0,0
1101,tbl_142415,0,0
1102,tbl_165622,26,7
1103,tbl_167136,26,7
1104,tbl_380272,24,0
1105,tbl_183552,0,266
1106,tbl_183560,2,0
1107,tbl_183562,2,1
1108,tbl_380840,12,0
1109,tbl_47335,24,3
1110,tbl_47334,0,0
1111,tbl_18742,11,0
1112,tbl_380362,24,0
1113,tbl_122043,24,0
1114,tbl_122044,0,0
1115,tbl_157823,26,0
1116,tbl_157822,0,0
1117,tbl_93344,90,0
1118,tbl_58812,0,0
1119,tbl_85007,22,0
1120,tbl_85006,0,0
1121,tbl_10531,14,0
1122,tbl_89054,12,1
1123,tbl_47339,24,0
1124,tbl_47340,0,0
1125,tbl_50158,0,7
1126,tbl_50975,22,21
1127,tbl_51167,22,36
1128,tbl_69879,22,59
1129,tbl_69935,22,7
1130,tbl_69964,0,59
1131,tbl_70418,22,7
1132,tbl_70421,0,14
1133,tbl_18750,14,0
1134,tbl_157918,26,0
1135,tbl_157919,0,0
1136,tbl_126592,24,0
1137,tbl_157212,24,0
1138,tbl_157210,0,0
1139,tbl_45851,26,0
1140,tbl_45850,0,0
1141,tbl_157371,26,0
1142,tbl_157370,0,0
1143,tbl_142468,24,0
1144,tbl_142467,0,0
1145,tbl_283348,4,0
1146,tbl_73526,24,0
1147,tbl_73525,0,0
1148,tbl_142378,24,0
1149,tbl_142379,0,0
1150,tbl_18404,2,0
1151,tbl_157851,26,0
1152,tbl_157850,0,0
1153,tbl_78092,26,0
1154,tbl_78091,0,0
1155,tbl_141448,26,0
1156,tbl_141449,0,0
1157,tbl_83639,1,0
1158,tbl_83640,0,0
1159,tbl_83643,1,0
1160,tbl_83642,1,0
1161,tbl_83646,0,0
1162,tbl_39134,27,0
1163,tbl_39211,135,0
1164,tbl_291864,0,0
1165,tbl_291863,81,0
1166,tbl_195563,24,0
1167,tbl_195564,0,0
1168,tbl_12568,12,0
1169,tbl_53132,26,0
1170,tbl_53133,0,0
1171,tbl_140854,28,0
1172,tbl_195549,24,0
1173,tbl_195548,0,0
1174,tbl_195629,24,0
1175,tbl_195628,0,0
1176,tbl_75238,26,0
1177,tbl_73337,24,0
1178,tbl_73335,0,0
1179,tbl_379747,24,0
1180,tbl_37611,13,0
1181,tbl_37627,26,0
1182,tbl_37669,13,0
1183,tbl_103130,22,0
1184,tbl_103132,11,0
1185,tbl_103154,12,0
1186,tbl_103302,22,2
1187,tbl_103305,22,2
1188,tbl_103434,0,0
1189,tbl_103719,22,12
1190,tbl_103778,22,3
1191,tbl_103780,0,3
1192,tbl_103785,22,2
1193,tbl_103787,22,2
1194,tbl_103857,22,3
1195,tbl_103860,22,3
1196,tbl_103920,22,0
1197,tbl_119994,22,0
1198,tbl_120029,0,0
1199,tbl_120094,22,0
1200,tbl_120095,0,4
1201,tbl_120123,0,0
1202,tbl_120163,0,4
1203,tbl_120356,0,0
1204,tbl_120400,0,0
1205,tbl_120439,22,0
1206,tbl_120475,0,0
1207,tbl_120597,0,0
1208,tbl_120638,0,4
1209,tbl_120646,22,0
1210,tbl_120691,0,4
1211,tbl_349675,65,0
1212,tbl_142267,0,0
1213,tbl_142462,0,0
1214,tbl_76313,24,0
1215,tbl_53129,26,0
1216,tbl_53130,0,0
1217,tbl_50342,68,0
1218,tbl_50344,0,0
1219,tbl_195518,26,0
1220,tbl_195520,0,0
1221,tbl_141465,26,0
1222,tbl_141464,0,0
1223,tbl_142330,24,0
1224,tbl_142331,0,0
1225,tbl_75419,24,0
1226,tbl_121508,24,0
1227,tbl_121506,0,0
1228,tbl_37614,15,0
1229,tbl_37630,30,0
1230,tbl_37672,15,0
1231,tbl_107225,22,0
1232,tbl_107227,11,0
1233,tbl_107250,11,0
1234,tbl_107399,22,0
1235,tbl_107400,22,0
1236,tbl_107529,0,0
1237,tbl_107813,22,12
1238,tbl_107873,22,1
1239,tbl_107877,0,1
1240,tbl_107879,22,0
1241,tbl_107882,22,2
1242,tbl_107951,22,1
1243,tbl_107954,22,1
1244,tbl_108015,22,0
1245,tbl_123053,22,0
1246,tbl_123089,0,0
1247,tbl_123153,22,0
1248,tbl_123157,0,4
1249,tbl_123184,0,0
1250,tbl_123224,0,4
1251,tbl_123417,0,0
1252,tbl_123462,0,0
1253,tbl_123501,22,0
1254,tbl_123537,0,0
1255,tbl_123667,0,0
1256,tbl_123711,0,4
1257,tbl_123718,22,0
1258,tbl_123762,0,4
1259,tbl_349720,75,0
1260,tbl_70373,0,59
1261,tbl_158020,26,0
1262,tbl_158019,0,0
1263,tbl_142471,0,0
1264,tbl_143572,22,0
1265,tbl_143574,0,0
1266,tbl_75344,24,0
1267,tbl_75345,0,0
1268,tbl_122020,24,0
1269,tbl_122021,0,0
1270,tbl_167597,26,7
1271,tbl_169102,26,7
1272,tbl_80515,10,0
1273,tbl_134536,0,7
1274,tbl_135570,22,8
1275,tbl_135574,22,8
1276,tbl_86631,12,0
1277,tbl_46797,24,0
1278,tbl_46798,0,0
1279,tbl_37620,13,0
1280,tbl_37636,26,0
1281,tbl_37678,13,0
1282,tbl_115400,22,0
1283,tbl_115404,12,0
1284,tbl_115425,11,0
1285,tbl_115575,22,2
1286,tbl_115576,22,2
1287,tbl_115707,0,0
1288,tbl_115989,22,12
1289,tbl_116048,22,3
1290,tbl_116052,0,3
1291,tbl_116054,22,2
1292,tbl_116059,22,2
1293,tbl_116190,22,1
1294,tbl_122271,22,0
1295,tbl_122305,0,0
1296,tbl_122369,22,0
1297,tbl_122374,0,4
1298,tbl_122411,0,0
1299,tbl_122451,0,4
1300,tbl_122646,0,0
1301,tbl_122688,0,0
1302,tbl_122728,22,0
1303,tbl_122764,0,0
1304,tbl_122895,0,0
1305,tbl_122937,0,4
1306,tbl_122944,22,0
1307,tbl_122989,0,4
1308,tbl_349810,65,0
1309,tbl_73343,24,0
1310,tbl_73341,0,0
1311,tbl_46576,24,1
1312,tbl_46574,0,0
1313,tbl_49714,70,0
1314,tbl_49715,0,0
1315,tbl_195523,24,0
1316,tbl_195522,0,0
1317,tbl_8430,0,421
1318,tbl_8522,0,233
1319,tbl_9288,0,418
1320,tbl_9958,0,158
1321,tbl_17446,0,412
1322,tbl_18822,0,112
1323,tbl_18900,0,128
1324,tbl_30983,0,189
1325,tbl_39237,40,0
1326,tbl_39391,40,0
1327,tbl_290537,113,0
1328,tbl_39063,22,0
1329,tbl_39140,86,0
1330,tbl_290018,0,0
1331,tbl_290017,44,0
1332,tbl_81539,12,0
1333,tbl_201504,24,0
1334,tbl_201503,0,0
1335,tbl_195525,24,0
1336,tbl_195524,0,0
1337,tbl_158013,26,0
1338,tbl_158014,0,0
1339,tbl_157405,26,0
1340,tbl_26974,0,0
1341,tbl_26975,0,0
1342,tbl_92773,11,0
1343,tbl_92776,11,14
1344,tbl_94115,0,7
1345,tbl_94146,11,0
1346,tbl_94238,12,0
1347,tbl_94270,11,0
1348,tbl_184319,0,0
1349,tbl_361774,30,0
1350,tbl_141369,28,0
1351,tbl_73449,24,0
1352,tbl_73450,0,0
1353,tbl_158189,26,0
1354,tbl_158190,0,0
1355,tbl_75424,24,7
1356,tbl_75423,0,0
1357,tbl_91929,28,0
1358,tbl_91928,0,0
1359,tbl_10528,16,0
1360,tbl_49753,72,0
1361,tbl_49754,0,0
1362,tbl_46210,24,0
1363,tbl_46211,0,0
1364,tbl_80814,0,40
1365,tbl_80900,0,20
1366,tbl_80940,1,0
1367,tbl_81153,0,20
1368,tbl_81202,13,7
1369,tbl_12565,12,0
1370,tbl_78864,24,0
1371,tbl_78863,0,0
1372,tbl_10522,14,0
1373,tbl_83961,12,1
1374,tbl_185973,0,219
1375,tbl_185978,2,0
1376,tbl_185980,2,0
1377,tbl_380891,12,0
1378,tbl_41637,16,0
1379,tbl_111223,0,1
1380,tbl_110398,0,0
1381,tbl_21257,22,0
1382,tbl_33569,0,1397
1383,tbl_33583,0,1963
1384,tbl_232587,0,0
1385,tbl_9321,22,0
1386,tbl_158783,8,0
1387,tbl_159196,8,0
1388,tbl_159202,8,0
1389,tbl_159204,8,0
1390,tbl_8448,24,0
1391,tbl_28031,11,0
1392,tbl_10449,56,0
1393,tbl_82205,13,0
1394,tbl_82204,0,0
1395,tbl_10784,26,0
1396,tbl_8463,22,0
1397,tbl_10811,24,0
1398,tbl_9658,26,0
1399,tbl_28670,723,0
1400,tbl_78508,12,0
1401,tbl_26778,654,0
1402,tbl_136041,11,0
1403,tbl_87730,14,0
1404,tbl_87797,12,52
1405,tbl_39125,34,0
1406,tbl_39202,170,0
1407,tbl_291630,0,0
1408,tbl_291629,68,0
1409,tbl_26963,11,0
1410,tbl_157432,11,0
1411,tbl_178380,0,0
1412,tbl_178083,0,0
1413,tbl_177616,22,0
1414,tbl_177617,0,0
1415,tbl_10462,52,0
1416,tbl_92400,12,10
1417,tbl_92401,0,0
1418,tbl_7207,0,55616
1419,tbl_11022,0,55606
1420,tbl_194840,0,0
1421,tbl_81846,13,24
1422,tbl_81845,0,0
1423,tbl_21415,28,0
1424,tbl_95026,24,0
1425,tbl_85687,14,0
1426,tbl_85754,12,4
1427,tbl_9892,50,0
1428,tbl_160424,0,1
1429,tbl_193975,6,21
1430,tbl_193979,0,69
1431,tbl_193987,6,10
1432,tbl_14997,33,0
1433,tbl_18192,6,0
1434,tbl_105475,6,0
1435,tbl_12281,28,0
1436,tbl_173454,0,0
1437,tbl_20778,24,0
1438,tbl_211312,22,0
1439,tbl_211311,0,0
1440,tbl_19169,0,0
1441,tbl_19179,0,3
1442,tbl_19415,0,0
1443,tbl_20381,0,56
1444,tbl_178701,30,0
1445,tbl_178792,0,4
1446,tbl_185505,0,19
1447,tbl_308380,16,0
1448,tbl_231636,0,0
1449,tbl_178458,0,0
1450,tbl_29896,16,0
1451,tbl_178579,17,0
1452,tbl_116228,0,12
1453,tbl_116409,8,0
1454,tbl_178483,12,0
1455,tbl_178482,0,0
1456,tbl_206217,0,11
1457,tbl_206244,0,11
1458,tbl_206282,0,11
1459,tbl_308563,123,0
1460,tbl_131134,0,0
1461,tbl_115990,0,0
1462,tbl_17052,40,0
1463,tbl_17051,0,0
1464,tbl_341762,12,449
1465,tbl_20797,24,0
1466,tbl_211532,335,0
1467,tbl_101211,0,8
1468,tbl_101286,0,0
1469,tbl_102356,22,12
1470,tbl_102427,22,2
1471,tbl_102498,22,2
1472,tbl_10010,24,0
1473,tbl_209518,0,0
1474,tbl_10306,18,0
1475,tbl_10466,52,0
1476,tbl_27721,224,0
1477,tbl_159943,3,0
1478,tbl_10804,24,0
1479,tbl_104663,0,0
1480,tbl_88602,12,0
1481,tbl_88601,0,0
1482,tbl_17567,28,0
1483,tbl_14693,16,0
1484,tbl_207413,0,0
1485,tbl_77423,3,0
1486,tbl_77490,12,0
1487,tbl_77491,3,0
1488,tbl_77492,9,0
1489,tbl_77651,13,0
1490,tbl_77833,12,1
1491,tbl_78132,12,0
1492,tbl_78171,13,1
1493,tbl_91924,24,0
1494,tbl_10442,52,0
1495,tbl_195575,32,0
1496,tbl_19090,112,0
1497,tbl_49583,10,0
1498,tbl_50115,22,0
1499,tbl_50166,21,0
1500,tbl_50459,68,0
1501,tbl_50720,0,1
1502,tbl_50847,0,0
1503,tbl_51019,0,0
1504,tbl_51022,0,0
1505,tbl_51147,0,0
1506,tbl_51148,0,0
1507,tbl_51153,0,0
1508,tbl_51154,0,0
1509,tbl_51204,68,0
1510,tbl_33570,0,17027
1511,tbl_33595,0,21039
1512,tbl_33623,0,16234
1513,tbl_113116,26,0
1514,tbl_113115,0,0
1515,tbl_208841,0,0
1516,tbl_21663,24,0
1517,tbl_54320,0,0
1518,tbl_34861,21,0
1519,tbl_34870,21,0
1520,tbl_34879,14,0
1521,tbl_34888,14,0
1522,tbl_34897,21,0
1523,tbl_34906,21,0
1524,tbl_34915,14,0
1525,tbl_184733,0,2
1526,tbl_191490,1,0
1527,tbl_191974,3,0
1528,tbl_192108,1,0
1529,tbl_193686,0,0
1530,tbl_261141,49,0
1531,tbl_261195,7,0
1532,tbl_28675,709,0
1533,tbl_79533,14,0
1534,tbl_19968,24,0
1535,tbl_106920,0,0
1536,tbl_106956,0,0
1537,tbl_108003,8,0
1538,tbl_206474,0,11
1539,tbl_111753,22,0
1540,tbl_111752,0,0
1541,tbl_164795,0,0
1542,tbl_10450,52,0
1543,tbl_201568,12,0
1544,tbl_201567,0,0
1545,tbl_18783,24,0
1546,tbl_59262,10,0
1547,tbl_59772,0,0
1548,tbl_60681,0,0
1549,tbl_16772,22,0
1550,tbl_17510,24,0
1551,tbl_80045,13,0
1552,tbl_80046,0,0
1553,tbl_199771,28,0
1554,tbl_199770,0,0
1555,tbl_209031,0,0
1556,tbl_77441,14,0
1557,tbl_77494,14,0
1558,tbl_77497,14,0
1559,tbl_77540,12,27
1560,tbl_77780,0,0
1561,tbl_77818,0,0
1562,tbl_147540,0,0
1563,tbl_195539,0,0
1564,tbl_28842,99,116
1565,tbl_28843,99,0
1566,tbl_32599,0,0
1567,tbl_388461,0,0
1568,tbl_70853,0,0
1569,tbl_156276,12,12
1570,tbl_156278,0,0
1571,tbl_285319,0,0
1572,tbl_388648,19,0
1573,tbl_388662,3,0
1574,tbl_125087,0,0
1575,tbl_79525,12,0
1576,tbl_79798,13,22
1577,tbl_91996,0,163
1578,tbl_12285,28,0
1579,tbl_27356,752,0
1580,tbl_140503,12,0
1581,tbl_373578,0,387
1582,tbl_17593,22,0
1583,tbl_140478,12,0
1584,tbl_278494,15,0
1585,tbl_15372,2,0
1586,tbl_18244,3,0
1587,tbl_18243,3,0
1588,tbl_64491,0,0
1589,tbl_20629,20,0
1590,tbl_21210,28,0
1591,tbl_120220,12,0
1592,tbl_120650,22,0
1593,tbl_84889,0,0
1594,tbl_178176,24,0
1595,tbl_178301,12,0
1596,tbl_178324,12,0
1597,tbl_178565,0,0
1598,tbl_180612,15,0
1599,tbl_180611,0,0
1600,tbl_12292,28,0
1601,tbl_8942,6,0
1602,tbl_10431,52,0
1603,tbl_125559,3,0
1604,tbl_12294,24,0
1605,tbl_14704,18,0
1606,tbl_82640,13,0
1607,tbl_82905,0,0
1608,tbl_218827,0,0
1609,tbl_389013,0,0
1610,tbl_389012,0,0
1611,tbl_389101,3,0
1612,tbl_159753,0,0
1613,tbl_26783,745,0
1614,tbl_147194,12,0
1615,tbl_29884,670,68
1616,tbl_211326,112,0
1617,tbl_12278,18,0
1618,tbl_155742,0,0
1619,tbl_387012,216,0
1620,tbl_387027,33,0
1621,tbl_172271,0,0
1622,tbl_172313,10,0
1623,tbl_172320,9,0
1624,tbl_172324,0,0
1625,tbl_172983,28,0
1626,tbl_173130,28,0
1627,tbl_173233,9,0
1628,tbl_173319,0,0
1629,tbl_173323,14,0
1630,tbl_173455,28,0
1631,tbl_173608,0,4
1632,tbl_173615,0,0
1633,tbl_173850,0,0
1634,tbl_19064,22,0
1635,tbl_27483,734,0
1636,tbl_211114,56,0
1637,tbl_178540,11,0
1638,tbl_178541,0,0
1639,tbl_12137,30,0
1640,tbl_12295,16,0
1641,tbl_195318,0,0
1642,tbl_26785,144,0
1643,tbl_77420,12,0
1644,tbl_78121,0,0
1645,tbl_21411,28,0
1646,tbl_22309,0,0
1647,tbl_45235,6,0
1648,tbl_386902,0,0
1649,tbl_69711,24,0
1650,tbl_69712,0,0
1651,tbl_230497,10,0
1652,tbl_194119,6,83
1653,tbl_194121,0,0
1654,tbl_15096,2,0
1655,tbl_200413,16,0
1656,tbl_200412,0,0
1657,tbl_9296,24,0
1658,tbl_199870,24,0
1659,tbl_18684,15,0
1660,tbl_18685,17,0
1661,tbl_79707,0,0
1662,tbl_79711,0,0
1663,tbl_79713,0,0
1664,tbl_79742,0,0
1665,tbl_79781,0,0
1666,tbl_80155,0,0
1667,tbl_80335,0,0
1668,tbl_182534,11,125
1669,tbl_86279,24,0
1670,tbl_86280,0,0
1671,tbl_57357,13,0
1672,tbl_27350,1664,0
1673,tbl_149446,27,0
1674,tbl_33189,0,1994
1675,tbl_311958,0,0
1676,tbl_285243,0,0
1677,tbl_163896,11,0
1678,tbl_10445,52,0
1679,tbl_9316,24,0
1680,tbl_203661,0,0
1681,tbl_8283,28,0
1682,tbl_78130,0,0
1683,tbl_104487,0,0
1684,tbl_9652,26,0
1685,tbl_149170,22,0
1686,tbl_149168,0,0
1687,tbl_92066,0,0
1688,tbl_85723,12,0
1689,tbl_85722,0,0
1690,tbl_46201,0,0
1691,tbl_6868,0,90
1692,tbl_200513,18,71
1693,tbl_200523,20,68
1694,tbl_294809,0,314
1695,tbl_26786,590,0
1696,tbl_110932,12,0
1697,tbl_90008,12,0
1698,tbl_90006,0,0
1699,tbl_173133,0,0
1700,tbl_20763,24,0
1701,tbl_21440,22,0
1702,tbl_29486,641,0
1703,tbl_82632,13,0
1704,tbl_97039,22,2
1705,tbl_97037,0,0
1706,tbl_166164,0,0
1707,tbl_142797,3,0
1708,tbl_62666,22,0
1709,tbl_62668,0,0
1710,tbl_18173,3,0
1711,tbl_18175,3,0
1712,tbl_151938,0,0
1713,tbl_188417,0,16
1714,tbl_112621,30,0
1715,tbl_112623,0,0
1716,tbl_17484,22,0
1717,tbl_203893,12,0
1718,tbl_203892,0,0
1719,tbl_108952,0,0
1720,tbl_284217,0,13
1721,tbl_109034,24,0
1722,tbl_109033,0,0
1723,tbl_314237,0,0
1724,tbl_16073,113,0
1725,tbl_119443,3,0
1726,tbl_17566,28,0
1727,tbl_8938,4,0
1728,tbl_12229,16,0
1729,tbl_178464,12,0
1730,tbl_178465,0,0
1731,tbl_146837,22,0
1732,tbl_146835,0,0
1733,tbl_312073,0,0
1734,tbl_167093,26,0
1735,tbl_167095,0,0
1736,tbl_83210,24,0
1737,tbl_83211,0,0
1738,tbl_18348,3,0
1739,tbl_18349,3,0
1740,tbl_27177,335,22
1741,tbl_86644,25,0
1742,tbl_58887,0,0
1743,tbl_107976,22,0
1744,tbl_107975,0,0
1745,tbl_129128,22,0
1746,tbl_137907,0,0
1747,tbl_29484,188,0
1748,tbl_309566,0,0
1749,tbl_113324,0,0
1750,tbl_20670,28,0
1751,tbl_82186,26,0
1752,tbl_82187,0,0
1753,tbl_8066,46,0
1754,tbl_79509,28,0
1755,tbl_29949,13,0
1756,tbl_180531,26,0
1757,tbl_173029,26,0
1758,tbl_173030,0,0
1759,tbl_8128,112,0
1760,tbl_29495,933,0
1761,tbl_117948,12,0
1762,tbl_20940,22,0
1763,tbl_18738,12,0
1764,tbl_10424,52,0
1765,tbl_162806,26,0
1766,tbl_162808,0,0
1767,tbl_15163,1,0
1768,tbl_15164,1,0
1769,tbl_8498,24,0
1770,tbl_10736,26,0
1771,tbl_17590,22,0
1772,tbl_27694,221,0
1773,tbl_120199,3,0
1774,tbl_20744,26,0
1775,tbl_164793,24,0
1776,tbl_7803,0,115
1777,tbl_10108,0,56
1778,tbl_12682,11,0
1779,tbl_14583,0,1
1780,tbl_19794,0,26
1781,tbl_29207,7,45
1782,tbl_35040,22,0
1783,tbl_122782,26,0
1784,tbl_122807,22,0
1785,tbl_82924,12,0
1786,tbl_82925,0,0
1787,tbl_14694,16,0
1788,tbl_20014,0,0
1789,tbl_36126,1,0
1790,tbl_36851,6,0
1791,tbl_37018,1,0
1792,tbl_77118,12,9
1793,tbl_77121,13,0
1794,tbl_77209,12,0
1795,tbl_77218,12,1
1796,tbl_77236,0,0
1797,tbl_77251,0,1
1798,tbl_77308,12,0
1799,tbl_77311,12,2
1800,tbl_77314,0,0
1801,tbl_77316,0,3
1802,tbl_77353,0,0
1803,tbl_77363,12,7
1804,tbl_89845,13,4
1805,tbl_89849,13,0
1806,tbl_90078,14,1
1807,tbl_90340,0,19
1808,tbl_90446,0,22
1809,tbl_213207,1,0
1810,tbl_15084,1,0
1811,tbl_15095,0,1
1812,tbl_15118,0,0
1813,tbl_191916,1,0
1814,tbl_156454,13,0
1815,tbl_156455,0,0
1816,tbl_12564,11,0
1817,tbl_34981,22,0
1818,tbl_51090,22,0
1819,tbl_198283,0,0
1820,tbl_656,0,0
1821,tbl_14834,0,0
1822,tbl_17840,63,0
1823,tbl_21395,63,0
1824,tbl_21837,0,0
1825,tbl_21917,63,0
1826,tbl_159763,26,0
1827,tbl_159764,0,0
1828,tbl_81552,25,0
1829,tbl_81722,0,0
1830,tbl_59904,0,0
1831,tbl_60114,22,0
1832,tbl_60376,0,1
1833,tbl_60416,0,0
1834,tbl_60879,11,0
1835,tbl_84985,12,1
1836,tbl_84984,0,0
1837,tbl_105140,0,0
1838,tbl_10432,52,0
1839,tbl_12272,18,0
1840,tbl_10007,24,0
1841,tbl_12016,30,0
1842,tbl_122347,0,0
1843,tbl_33577,0,2668
1844,tbl_218980,0,0
1845,tbl_29031,176,0
1846,tbl_117935,12,0
1847,tbl_21644,26,0
1848,tbl_20843,24,0
1849,tbl_201855,0,60
1850,tbl_84678,13,0
1851,tbl_92506,0,4
1852,tbl_53023,0,0
1853,tbl_386244,0,0
1854,tbl_20696,22,0
1855,tbl_280869,0,0
1856,tbl_77487,14,0
1857,tbl_78392,13,0
1858,tbl_16002,18,0
1859,tbl_21039,6,0
1860,tbl_13891,6,0
1861,tbl_20810,24,0
1862,tbl_101469,8,0
1863,tbl_134161,0,0
1864,tbl_5352,0,0
1865,tbl_15882,0,219
1866,tbl_320169,0,0
1867,tbl_136383,24,0
1868,tbl_136395,24,0
1869,tbl_136402,0,0
1870,tbl_136551,11,0
1871,tbl_136767,0,0
1872,tbl_136860,22,0
1873,tbl_137659,0,0
1874,tbl_137662,0,0
1875,tbl_137668,0,0
1876,tbl_137696,0,1
1877,tbl_137944,24,1
1878,tbl_137989,22,1
1879,tbl_137991,22,1
1880,tbl_137997,24,0
1881,tbl_138014,34,0
1882,tbl_51079,22,0
1883,tbl_51081,0,0
1884,tbl_10451,54,0
1885,tbl_26792,723,0
1886,tbl_87661,13,0
1887,tbl_92033,24,0
1888,tbl_92034,0,0
1889,tbl_95051,0,66
1890,tbl_144650,0,0
1891,tbl_211111,56,0
1892,tbl_87816,0,0
1893,tbl_15107,2,0
1894,tbl_80950,0,0
1895,tbl_84140,11,0
1896,tbl_84141,0,0
1897,tbl_21341,28,0
1898,tbl_80227,13,20
1899,tbl_80226,0,0
1900,tbl_195456,32,0
1901,tbl_180740,0,0
1902,tbl_17656,22,0
1903,tbl_59311,0,0
1904,tbl_87319,12,0
1905,tbl_87318,0,0
1906,tbl_10823,22,0
1907,tbl_69281,0,7
1908,tbl_66651,24,0
1909,tbl_66650,0,0
1910,tbl_20681,14,0
1911,tbl_15538,2,0
1912,tbl_8294,14,0
1913,tbl_131323,22,15
1914,tbl_131322,0,0
1915,tbl_8062,18,0
1916,tbl_10782,26,0
1917,tbl_109241,0,0
1918,tbl_62614,22,12
1919,tbl_62616,0,0
1920,tbl_20773,24,0
1921,tbl_163188,26,0
1922,tbl_163189,0,0
1923,tbl_27486,722,0
1924,tbl_211115,56,0
1925,tbl_201424,14,0
1926,tbl_60092,0,0
1927,tbl_55065,22,0
1928,tbl_55067,0,0
1929,tbl_113460,0,9
1930,tbl_113536,0,0
1931,tbl_201001,11,0
1932,tbl_89940,13,0
1933,tbl_89941,0,0
1934,tbl_162398,0,0
1935,tbl_162869,0,0
1936,tbl_162944,0,0
1937,tbl_163142,24,0
1938,tbl_163301,26,6
1939,tbl_163411,20,0
1940,tbl_163621,26,0
1941,tbl_136390,24,0
1942,tbl_92052,0,0
1943,tbl_21430,16,0
1944,tbl_18806,24,0
1945,tbl_85733,0,0
1946,tbl_50075,0,0
1947,tbl_29485,642,0
1948,tbl_109637,8,0
1949,tbl_8285,16,0
1950,tbl_27619,648,0
1951,tbl_88706,13,0
1952,tbl_196927,26,0
1953,tbl_196928,0,0
1954,tbl_309872,0,0
1955,tbl_17569,16,0
1956,tbl_17744,0,12
1957,tbl_20543,0,0
1958,tbl_20545,0,0
1959,tbl_32297,0,85
1960,tbl_38111,2,5
1961,tbl_363505,81,0
1962,tbl_87963,0,0
1963,tbl_12291,26,0
1964,tbl_10460,52,0
1965,tbl_56137,24,0
1966,tbl_56135,0,0
1967,tbl_208791,0,0
1968,tbl_8526,24,0
1969,tbl_200405,0,0
1970,tbl_109337,26,0
1971,tbl_109336,0,0
1972,tbl_195553,154,0
1973,tbl_18927,20,0
1974,tbl_167790,27,0
1975,tbl_90099,28,0
1976,tbl_90100,0,0
1977,tbl_201695,12,0
1978,tbl_29927,13,0
1979,tbl_207569,13,0
1980,tbl_142749,12,0
1981,tbl_10453,52,0
1982,tbl_133898,12,0
1983,tbl_312681,0,0
1984,tbl_79654,13,0
1985,tbl_79653,0,0
1986,tbl_10704,24,0
1987,tbl_66655,24,1
1988,tbl_66657,0,0
1989,tbl_8894,0,0
1990,tbl_8912,0,11
1991,tbl_38365,6,0
1992,tbl_38442,6,0
1993,tbl_38519,6,0
1994,tbl_38288,6,0
1995,tbl_38596,6,0
1996,tbl_38673,6,0
1997,tbl_38750,6,0
1998,tbl_38827,6,0
1999,tbl_221024,0,0
2000,tbl_223001,0,21
2001,tbl_225891,0,162
2002,tbl_227135,6,0
2003,tbl_143002,0,0
2004,tbl_16089,28,0
2005,tbl_15977,26,0
2006,tbl_201586,10,0
2007,tbl_12720,11,0
2008,tbl_92378,0,0
2009,tbl_29029,942,3
2010,tbl_147249,12,0
2011,tbl_10145,0,0
2012,tbl_12146,0,0
2013,tbl_241110,26,0
2014,tbl_272361,0,0
2015,tbl_276652,0,0
2016,tbl_133832,12,0
2017,tbl_133973,0,0
2018,tbl_134025,22,0
2019,tbl_134193,22,0
2020,tbl_134318,12,0
2021,tbl_135449,0,0
2022,tbl_135514,22,0
2023,tbl_135678,22,0
2024,tbl_135761,22,1
2025,tbl_135766,22,1
2026,tbl_135773,22,0
2027,tbl_135776,22,0
2028,tbl_39019,16,0
2029,tbl_83793,11,0
2030,tbl_83792,0,0
2031,tbl_177468,12,0
2032,tbl_73425,24,0
2033,tbl_73426,0,0
2034,tbl_8351,24,0
2035,tbl_20818,24,0
2036,tbl_29457,640,0
2037,tbl_97358,8,0
2038,tbl_15979,26,0
2039,tbl_81538,12,0
2040,tbl_82001,0,21
2041,tbl_10808,24,0
2042,tbl_14689,22,0
2043,tbl_61226,13,0
2044,tbl_193794,6,108
2045,tbl_193992,7,65
2046,tbl_194023,7,199
2047,tbl_194287,12,56
2048,tbl_194291,12,171
2049,tbl_194325,64,0
2050,tbl_194343,6,65
2051,tbl_84569,0,7
2052,tbl_12534,4,0
2053,tbl_10156,14,0
2054,tbl_232624,0,0
2055,tbl_21560,24,0
2056,tbl_95036,12,3
2057,tbl_95507,8,0
2058,tbl_21630,22,0
2059,tbl_69506,0,0
2060,tbl_70314,0,0
2061,tbl_41519,7,7
2062,tbl_209425,3,0
2063,tbl_209439,3,0
2064,tbl_86864,0,0
2065,tbl_29930,70,0
